,is_binding_SARS-CoV2_WT,is_neutral_SARS-CoV2_WT,is_nanobody,name
12498,1,0,0,BD55-5938
12499,1,0,0,BD55-5939
12500,1,0,0,BD55-5940
12501,1,0,0,BD55-5941
12502,1,0,0,BD55-5942
12503,1,0,0,BD55-5943
12504,1,1,0,BD55-5945
12505,1,0,0,BD55-5946
12506,1,1,0,BD55-5948
12507,1,1,0,BD55-5950
12508,1,0,0,BD55-5952
12509,1,0,0,BD55-5953
12510,1,0,0,BD55-5956
12511,1,1,0,BD55-5957
12512,1,0,0,BD55-5959
12513,1,0,0,BD55-5962
12514,1,0,0,BD55-5965
12515,1,1,0,BD55-5967
12516,1,0,0,BD55-5969
12517,1,0,0,BD55-5974
12518,1,0,0,BD55-5983
12519,1,0,0,BD55-5989
12520,1,0,0,BD55-5993
12521,1,0,0,BD55-5997
12522,1,0,0,BD55-6009
12523,1,0,0,BD55-6012
12524,1,0,0,BD55-6013
12525,1,0,0,BD55-6014
12526,1,0,0,BD55-6016
12527,1,0,0,BD55-6017
12528,1,0,0,BD55-6018
12529,1,0,0,BD55-6019
12530,1,0,0,BD55-6020
12531,1,0,0,BD55-6022
12532,1,0,0,BD55-6024
12533,1,0,0,BD55-6026
12534,1,0,0,BD55-6027
12535,1,0,0,BD55-6028
12536,1,0,0,BD55-6029
12537,1,0,0,BD55-6032
12538,1,0,0,BD55-6035
12539,1,0,0,BD55-6036
12540,1,0,0,BD55-6039
12541,1,0,0,BD55-6040
12542,1,0,0,BD55-6043
12543,1,0,0,BD55-6044
12544,1,0,0,BD55-6049
12545,1,0,0,BD55-6050
12546,1,0,0,BD55-6051
12547,1,0,0,BD55-6052
12548,1,0,0,BD55-6053
12549,1,0,0,BD55-6054
12550,1,0,0,BD55-6060
12551,1,0,0,BD55-6061
12552,1,0,0,BD55-6064
12553,1,0,0,BD55-6071
12554,1,0,0,BD55-6074
12555,1,0,0,BD55-6077
12556,1,0,0,BD55-6079
12557,1,0,0,BD55-6081
12558,1,0,0,BD55-6083
12559,1,1,0,BD55-6087
12560,1,0,0,BD55-6090
12561,1,0,0,BD55-6096
12562,1,0,0,BD55-6099
12563,1,0,0,BD55-6106
12564,1,0,0,BD55-6130
12565,1,0,0,BD55-6158
12566,1,0,0,BD55-6185
12567,1,0,0,BD55-6192
12568,1,1,0,BD55-6193
12569,1,0,0,BD55-6194
12570,1,0,0,BD55-6199
12571,1,0,0,BD55-6200
12572,1,0,0,BD55-6202
12573,1,0,0,BD55-6204
12574,1,0,0,BD55-6205
12575,1,0,0,BD55-6207
12576,1,0,0,BD55-6209
12577,1,1,0,BD55-6210
12578,1,1,0,BD55-6211
12579,1,1,0,BD55-6213
12580,1,0,0,BD55-6214
12581,1,0,0,BD55-6216
12582,1,0,0,BD55-6218
12583,1,0,0,BD55-6221
12584,1,0,0,BD55-6223
12585,1,0,0,BD55-6224
12586,1,0,0,BD55-6227
12587,1,1,0,BD55-6229
12588,1,0,0,BD55-6232
12589,1,0,0,BD55-6233
12590,1,0,0,BD55-6236
12591,1,0,0,BD55-6240
12592,1,0,0,BD55-6246
12593,1,0,0,BD55-6247
12594,1,0,0,BD55-6248
12595,1,0,0,BD55-6250
12596,1,0,0,BD55-6252
12597,1,0,0,BD55-6253
12598,1,0,0,BD55-6254
12599,1,0,0,BD55-6255
12600,1,0,0,BD55-6256
12601,1,0,0,BD55-6258
12602,1,0,0,BD55-6259
12603,1,0,0,BD55-6260
12604,1,0,0,BD55-6264
12605,1,1,0,BD55-6266
12606,1,0,0,BD55-6268
12607,1,0,0,BD55-6270
12608,1,0,0,BD55-6271
12609,1,0,0,BD55-6272
12610,1,0,0,BD55-6273
12611,1,0,0,BD55-6274
12612,1,0,0,BD55-6275
12613,1,0,0,BD55-6276
12614,1,1,0,BD55-6277
12615,1,0,0,BD55-6278
12616,1,0,0,BD55-6279
12617,1,0,0,BD55-6280
12618,1,0,0,BD55-6281
12619,1,1,0,BD55-6282
12620,1,0,0,BD55-6284
12621,1,0,0,BD55-6286
12622,1,0,0,BD55-6287
12623,1,0,0,BD55-6288
12624,1,0,0,BD55-6289
12625,1,0,0,BD55-6290
12626,1,0,0,BD55-6291
12627,1,0,0,BD55-6292
12628,1,0,0,BD55-6293
12629,1,0,0,BD55-6294
12630,1,0,0,BD55-6295
12631,1,0,0,BD55-6296
12632,1,0,0,BD55-6297
12633,1,0,0,BD55-6298
12634,1,1,0,BD55-6301
12635,1,0,0,BD55-6302
12636,1,0,0,BD55-6303
12637,1,1,0,BD55-6304
12638,1,0,0,BD55-6307
12639,1,0,0,BD55-6312
12640,1,0,0,BD55-6313
12641,1,0,0,BD55-6314
12642,1,0,0,BD55-6315
12643,1,0,0,BD55-6316
12644,1,1,0,BD55-6318
12645,1,0,0,BD55-6319
12646,1,1,0,BD55-6320
12647,1,1,0,BD55-6323
12648,1,1,0,BD55-6325
12649,1,0,0,BD55-6326
12650,1,0,0,BD55-6327
12651,1,1,0,BD55-6328
12652,1,1,0,BD55-6330
12653,1,0,0,BD55-6331
12654,1,1,0,BD55-6332
12655,1,0,0,BD55-6333
12656,1,1,0,BD55-6334
12657,1,0,0,BD55-6335
12658,1,0,0,BD55-6336
12659,1,0,0,BD55-6338
12660,1,1,0,BD55-6339
12661,1,0,0,BD55-6341
12662,1,0,0,BD55-6342
12663,1,0,0,BD55-6343
12664,1,0,0,BD55-6345
12665,1,1,0,BD55-6347
12666,1,0,0,BD55-6348
12667,1,1,0,BD55-6349
12668,1,1,0,BD55-6350
12669,1,0,0,BD55-6351
12670,1,0,0,BD55-6355
12671,1,0,0,BD55-6356
12672,1,0,0,BD55-6361
12673,1,0,0,BD55-6362
12674,1,1,0,BD55-6363
12675,1,0,0,BD55-6365
12676,1,0,0,BD55-6366
12677,1,1,0,BD55-6367
12678,1,0,0,BD55-6368
12679,1,0,0,BD55-6369
12680,1,0,0,BD55-6370
12681,1,0,0,BD55-6372
12682,1,1,0,BD55-6373
12683,1,1,0,BD55-6374
12684,1,1,0,BD55-6375
12685,1,0,0,BD55-6377
12686,1,0,0,BD55-6380
12687,1,0,0,BD55-6384
12688,1,1,0,BD55-6386
12689,1,1,0,BD55-6387
12690,1,0,0,BD55-6388
12691,1,0,0,BD55-6389
12692,1,0,0,BD55-6390
12693,1,1,0,BD55-6391
12694,1,1,0,BD55-6393
12695,1,0,0,BD55-6396
12696,1,0,0,BD55-6398
12697,1,0,0,BD55-6399
12698,1,1,0,BD55-6401
12699,1,0,0,BD55-6403
12700,1,0,0,BD55-6404
12701,1,0,0,BD55-6405
12702,1,1,0,BD55-6406
12703,1,0,0,BD55-6407
12704,1,1,0,BD55-6408
12705,1,0,0,BD55-6409
12706,1,0,0,BD55-6410
12707,1,0,0,BD55-6412
12708,1,0,0,BD55-6419
12709,1,0,0,BD55-6421
12710,1,0,0,BD55-6423
12711,1,0,0,BD55-6425
12712,1,0,0,BD55-6426
12713,1,1,0,BD55-6427
12714,1,0,0,BD55-6428
12715,1,0,0,BD55-6429
12716,1,1,0,BD55-6431
12717,1,0,0,BD55-6432
12718,1,1,0,BD55-6433
12719,1,0,0,BD55-6434
12720,1,0,0,BD55-6438
12721,1,0,0,BD55-6441
12722,1,0,0,BD55-6442
12723,1,0,0,BD55-6444
12724,1,0,0,BD55-6445
12725,1,0,0,BD55-6446
12726,1,0,0,BD55-6448
12727,1,1,0,BD55-6449
12728,1,0,0,BD55-6452
12729,1,0,0,BD55-6453
12730,1,0,0,BD55-6454
12731,1,1,0,BD55-6455
12732,1,0,0,BD55-6456
12733,1,0,0,BD55-6457
12734,1,1,0,BD55-6459
12735,1,0,0,BD55-6460
12736,1,1,0,BD55-6461
12737,1,0,0,BD55-6463
12738,1,0,0,BD55-6465
12739,1,1,0,BD55-6466
12740,1,1,0,BD55-6467
12741,1,1,0,BD55-6468
12742,1,0,0,BD55-6469
12743,1,0,0,BD55-6470
12744,1,0,0,BD55-6472
12745,1,0,0,BD55-6473
12746,1,0,0,BD55-6474
12747,1,0,0,BD55-6475
12748,1,1,0,BD55-6479
12749,1,0,0,BD55-6480
12750,1,0,0,BD55-6481
12751,1,0,0,BD55-6482
12752,1,0,0,BD55-6485
12753,1,0,0,BD55-6488
12754,1,1,0,BD55-6492
12755,1,1,0,BD55-6493
12756,1,0,0,BD55-6494
12757,1,1,0,BD55-6495
12758,1,0,0,BD55-6497
12759,1,0,0,BD55-6499
12760,1,0,0,BD55-6502
12761,1,0,0,BD55-6503
12762,1,0,0,BD55-6504
12763,1,0,0,BD55-6505
12764,1,0,0,BD55-6509
12765,1,0,0,BD55-6512
12766,1,1,0,BD55-6514
12767,1,0,0,BD55-6516
12768,1,0,0,BD55-6517
12769,1,1,0,BD55-6518
12770,1,0,0,BD55-6523
12771,1,0,0,BD55-6526
12772,1,1,0,BD55-6529
12773,1,0,0,BD55-6531
12774,1,0,0,BD55-6534
12775,1,1,0,BD55-6537
12776,1,0,0,BD55-6538
12777,1,0,0,BD55-6539
12778,1,0,0,BD55-6540
12779,1,1,0,BD55-6541
12780,1,1,0,BD55-6543
12781,1,0,0,BD55-6544
12782,1,0,0,BD55-6546
12783,1,0,0,BD55-6548
12784,1,1,0,BD55-6550
12785,1,0,0,BD55-6551
12786,1,0,0,BD55-6553
12787,1,0,0,BD55-6554
12788,1,1,0,BD55-6555
12789,1,0,0,BD55-6557
12790,1,0,0,BD55-6558
12791,1,1,0,BD55-6559
12792,1,0,0,BD55-6560
12793,1,0,0,BD55-6561
12794,1,0,0,BD55-6563
12795,1,0,0,BD55-6565
12796,1,0,0,BD55-6566
12797,1,0,0,BD55-6567
12798,1,1,0,BD55-6569
12799,1,0,0,BD55-6572
12800,1,0,0,BD55-6573
12801,1,0,0,BD55-6574
12802,1,0,0,BD55-6575
12803,1,1,0,BD55-6577
12804,1,1,0,BD55-6578
12805,1,0,0,BD55-6579
12806,1,0,0,BD55-6580
12807,1,0,0,BD55-6581
12808,1,0,0,BD55-6583
12809,1,0,0,BD55-6586
12810,1,0,0,BD55-6588
12811,1,0,0,BD55-6589
12812,1,0,0,BD55-6591
12813,1,0,0,BD55-6594
12814,1,0,0,BD55-6595
12815,1,0,0,BD55-6596
12816,1,0,0,BD55-6597
12817,1,1,0,BD55-6598
12818,1,0,0,BD55-6600
12819,1,1,0,BD55-6601
12820,1,0,0,BD55-6602
12821,1,0,0,BD55-6604
12822,1,0,0,BD55-6607
12823,1,0,0,BD55-6608
12824,1,1,0,BD55-6610
12825,1,0,0,BD55-6611
12826,1,0,0,BD55-6612
12827,1,0,0,BD55-6613
12828,1,0,0,BD55-6614
12829,1,0,0,BD55-6615
12830,1,0,0,BD55-6616
12831,1,0,0,BD55-6617
12832,1,0,0,BD55-6618
12833,1,0,0,BD55-6619
12834,1,1,0,BD55-6622
12835,1,1,0,BD55-6623
12836,1,0,0,BD55-6624
12837,1,1,0,BD55-6627
12838,1,1,0,BD55-6629
12839,1,1,0,BD55-6630
12840,1,1,0,BD55-6632
12841,1,0,0,BD55-6633
12842,1,0,0,BD55-6634
12843,1,0,0,BD55-6635
12844,1,0,0,BD55-6636
12845,1,0,0,BD55-6639
12846,1,0,0,BD55-6640
12847,1,0,0,BD55-6641
12848,1,0,0,BD55-6644
12849,1,1,0,BD55-6645
12850,1,0,0,BD55-6646
12851,1,0,0,BD55-6648
12852,1,0,0,BD55-6649
12853,1,1,0,BD55-6650
12854,1,0,0,BD55-6652
12855,1,1,0,BD55-6653
12856,1,0,0,BD55-6654
12857,1,0,0,BD55-6657
12858,1,1,0,BD55-6659
12859,1,0,0,BD55-6660
12860,1,0,0,BD55-6665
12861,1,0,0,BD55-6666
12862,1,1,0,BD55-6667
12863,1,1,0,BD55-6668
12864,1,0,0,BD55-6669
12865,1,0,0,BD55-6670
12866,1,1,0,BD55-6671
12867,1,0,0,BD55-6672
12868,1,0,0,BD55-6673
12869,1,0,0,BD55-6674
12870,1,1,0,BD55-6677
12871,1,1,0,BD55-6678
12872,1,0,0,BD55-6679
12873,1,0,0,BD55-6682
12874,1,1,0,BD55-6683
12875,1,1,0,BD55-6684
12876,1,0,0,BD55-6685
12877,1,0,0,BD55-6686
12878,1,1,0,BD55-6687
12879,1,0,0,BD55-6688
12880,1,1,0,BD55-6689
12881,1,0,0,BD55-6690
12882,1,0,0,BD55-6691
12883,1,0,0,BD55-6692
12884,1,0,0,BD55-6693
12885,1,0,0,BD55-6694
12886,1,0,0,BD55-6695
12887,1,0,0,BD55-6696
12888,1,1,0,BD55-6697
12889,1,0,0,BD55-6698
12890,1,1,0,BD55-6699
12891,1,0,0,BD55-6700
12892,1,0,0,BD55-6701
12893,1,0,0,BD55-6702
12894,1,0,0,BD55-6703
12895,1,0,0,BD55-6705
12896,1,0,0,BD55-6706
12897,1,0,0,BD55-6707
12898,1,0,0,BD55-6708
12899,1,0,0,BD55-6709
12900,1,0,0,BD55-6710
12901,1,0,0,BD55-6711
12902,1,0,0,BD55-6712
12903,1,0,0,BD55-6713
12904,1,1,0,BD55-6714
12905,1,0,0,BD55-6715
12906,1,0,0,BD55-6718
12907,1,1,0,BD55-6719
12908,1,0,0,BD55-6720
12909,1,0,0,BD55-6721
12910,1,0,0,BD55-6722
12911,1,1,0,BD55-6723
12912,1,0,0,BD55-6724
12913,1,0,0,BD55-6725
12914,1,0,0,BD55-6726
12915,1,1,0,BD55-6727
12916,1,0,0,BD55-6728
12917,1,0,0,BD55-6729
12918,0,0,0,C1232
12919,0,0,0,368.04.B.0037
12920,0,0,0,ADI-62771
12921,0,0,0,CQT201A
12922,0,0,0,ADI-62921
12923,0,0,0,ADI-63078
12924,0,0,0,ADI-56700
12925,0,0,0,BD55-6460
12926,0,0,0,C515
12927,0,0,0,AZ298
12928,0,0,0,368.10.D.0262
12929,0,0,0,CV532
12930,0,0,0,C2526
12931,0,0,0,ADI-63179
12932,0,0,0,7D1
12933,0,0,0,COVA2-23
12934,0,0,0,ADI-62121
12935,0,0,0,Ab_56D7
12936,0,0,1,Nb93
12937,0,0,0,Shiakolas_53182-8
12938,0,0,0,ADI-62849
12939,0,0,0,GM9-1-37
12940,0,0,0,ADI-63274
12941,0,0,1,RBD3i2
12942,0,0,0,ADI-60700
12943,0,0,0,AZ279
12944,0,0,0,BD55-6555
12945,0,0,0,368.07.C.0062
12946,0,0,0,C2017
12947,0,0,0,C2500
12948,0,0,0,DH1087
12949,0,0,0,REGN10956
12950,0,0,0,AZ045
12951,0,0,0,4B7
12952,0,0,1,S1-55
12953,0,0,0,Ehling_mAb-86
12954,0,0,0,COV2-2768
12955,0,0,0,Goike-A7V3
12956,0,0,0,ADI-70077
12957,0,0,0,B2
12958,0,0,0,ADI-63155
12959,0,0,0,C614
12960,0,0,0,C512
12961,0,0,1,WNb-59
12962,0,0,0,VAIN1WT_46
12963,0,0,0,368.02a.C.0423
12964,0,0,0,F1F7
12965,0,0,0,C094
12966,0,0,0,BD55-6494
12967,0,0,0,ADI-69621
12968,0,0,0,368.22.A.0073
12969,0,0,0,C021
12970,0,0,0,368.04.B.0076
12971,0,0,0,ADI-62979
12972,0,0,0,C2459
12973,0,0,0,BD55-6218
12974,0,0,0,C2685
12975,0,0,0,ADI-62947
12976,0,0,0,COV2-2240
12977,0,0,0,BG7-7
12978,0,0,0,368.04.B.0142
12979,0,0,0,C698
12980,0,0,0,COV2-3428
12981,0,0,0,368.10.D.0182
12982,0,0,0,AZ287
12983,0,0,0,AZ257
12984,0,0,0,ADI-69905
12985,0,0,0,BD55-5891
12986,0,0,1,S1-41
12987,0,0,1,S1-53
12988,0,0,1,H11-B5
12989,0,0,0,Fischer_hRBD2
12990,0,0,0,ADI-56792
12991,0,0,0,ADI-63001
12992,0,0,0,Fischer_hRBD16
12993,0,0,0,BD56-330
12994,0,0,0,368.22.A.0004
12995,0,0,0,C650
12996,0,0,0,368.02a.C.0281
12997,0,0,0,368.02a.C.0274
12998,0,0,0,H026335+L024147
12999,0,0,0,ADI-62930
13000,0,0,0,C2513
13001,0,0,0,368.07.C.0101
13002,0,0,0,mAb-3G6
13003,0,0,0,C3003
13004,0,0,0,BD55-1270
13005,0,0,0,COV2-2277
13006,0,0,0,Wang-C368
13007,0,0,0,BD55-5884
13008,0,0,0,C1239
13009,0,0,0,368.10.D.0084
13010,0,0,0,368.22.A.0168
13011,0,0,0,368.22.A.0129
13012,0,0,0,ADI-63333
13013,0,0,0,ADI-62062
13014,0,0,0,2M-12D7
13015,0,0,0,368.02a.C.0038
13016,0,0,0,368.02a.C.0307
13017,0,0,0,BG4-1
13018,0,0,0,368.02a.C.0133
13019,0,0,0,002-S13F5
13020,0,0,0,368.02a.C.0296
13021,0,0,1,CN111647077A-VHH3
13022,0,0,0,002-S13B6
13023,0,0,0,P008_068
13024,0,0,0,eCC6.30.1
13025,0,0,0,XG047
13026,0,0,0,BG4-12
13027,0,0,0,002-14
13028,0,0,0,C030
13029,0,0,1,KC3.ep3
13030,0,0,1,aRBD-41
13031,0,0,0,368.07.C.0190
13032,0,0,0,ADI-63203
13033,0,0,0,Mullen_18F4
13034,0,0,0,7F12
13035,0,0,0,C2330
13036,0,0,0,ADI-69664
13037,0,0,0,ADI-62795
13038,0,0,0,C816
13039,0,0,0,C2181
13040,0,0,0,HbnC3t1p1_F4
13041,0,0,0,Ehling_mAb-12
13042,0,0,0,ADI-63126
13043,0,0,0,H712176+K711789
13044,0,0,0,C103
13045,0,0,0,368.02a.C.0129
13046,0,0,1,CN111647077A-VHH21
13047,0,0,1,Sb62
13048,0,0,0,COVA1-18
13049,0,0,0,BD55-6260
13050,0,0,0,COV2-3439
13051,0,0,0,COV2-2307
13052,0,0,0,ADI-69626
13053,0,0,0,C856
13054,0,0,0,ADI-63046
13055,0,0,0,COV2-2822
13056,0,0,0,ADI-60679
13057,0,0,0,STE73-2G8
13058,0,0,0,CV50
13059,0,0,0,ADI-62791
13060,0,0,0,BD55-725
13061,0,0,0,ADI-62068
13062,0,0,0,C1058
13063,0,0,0,ADI-62118
13064,0,0,0,ADI-63259
13065,0,0,0,C2018
13066,0,0,0,C846
13067,0,0,0,CC12.13
13068,0,0,0,C959
13069,0,0,0,AZ225
13070,0,0,0,C655
13071,0,0,1,CN111647077A-VHH13
13072,0,0,0,S2-M28
13073,0,0,0,AZ026
13074,0,0,0,368.02a.C.0075
13075,0,0,0,ADI-62781
13076,0,0,0,BD55-5950
13077,0,0,0,ADI-57859
13078,0,0,0,ADI-69836
13079,0,0,0,C2210
13080,0,0,0,C1261
13081,0,0,0,368.07.C.0019
13082,0,0,0,Ab_81C3
13083,0,0,0,C3106
13084,0,0,0,C1026
13085,0,0,0,AZ346
13086,0,0,0,AZ276
13087,0,0,0,368.07.C.0197
13088,0,0,0,ADI-62787
13089,0,0,0,368.07.C.0069
13090,0,0,0,PDI-225
13091,0,0,0,Fab-56
13092,0,0,0,Goike-P4D3
13093,0,0,0,368.10.D.0102
13094,0,0,0,P054_048
13095,0,0,0,ADI-63007
13096,0,0,0,368.22.A.0090
13097,0,0,0,C909
13098,0,0,0,H026054+K023854
13099,0,0,0,368.20.B.0067
13100,0,0,0,C63C8
13101,0,0,0,C1001
13102,0,0,0,C916
13103,0,0,0,368.02a.C.0458
13104,0,0,0,PDI-229
13105,0,0,0,COV2-2939
13106,0,0,0,C961
13107,0,0,0,C1429
13108,0,0,0,WCSL-20
13109,0,0,1,Pavan_125
13110,0,0,0,Zhou_34F5
13111,0,0,0,C1297
13112,0,0,0,STE72-4E12
13113,0,0,0,DH1055
13114,0,0,1,Nb-001
13115,0,0,0,C513
13116,0,0,0,AZ047
13117,0,0,0,ADI-63345
13118,0,0,0,C2317
13119,0,0,0,CV1-30
13120,0,0,0,Ehling_mAb-124
13121,0,0,0,CAB-I47
13122,0,0,0,ADI-63162
13123,0,0,0,DH1147
13124,0,0,1,Laughlin_Nb
13125,0,0,0,368.01a.A.0149
13126,0,0,0,002-S22A8
13127,0,0,0,Ehling_mAb-62
13128,0,0,0,mAb-55
13129,0,0,1,Sb67
13130,0,0,0,368.22.A.0164
13131,0,0,0,368.02a.C.0340
13132,0,0,0,Wang-C433
13133,0,0,0,C2311
13134,0,0,0,WCSL-26
13135,0,0,0,368.04.B.0021
13136,0,0,0,WCSL-14
13137,0,0,0,368.07.C.0182
13138,0,0,0,DH1174
13139,0,0,0,C1431
13140,0,0,0,C635
13141,0,0,0,368.02a.C.0481
13142,0,0,0,368.22.A.0081
13143,0,0,0,C3107
13144,0,0,0,ADI-62813
13145,0,0,0,C2173
13146,0,0,0,C2072
13147,0,0,0,368.10.D.0133
13148,0,0,0,ADI-61232
13149,0,0,0,368.02a.C.0235
13150,0,0,1,Casasnovas-2.1
13151,0,0,1,Sb#51
13152,0,0,0,ADI-62150
13153,0,0,0,368.01a.A.0069
13154,0,0,0,368.20.B.0100
13155,0,0,0,ADI-60771
13156,0,0,0,BD55-6216
13157,0,0,0,C1044
13158,0,0,0,BD55-6345
13159,0,0,0,BD55-5892
13160,0,0,0,GAR18
13161,0,0,0,ADI-62969
13162,0,0,0,ADI-69806
13163,0,0,0,DH1050-2
13164,0,0,0,368.02a.C.0192
13165,0,0,0,BD55-6227
13166,0,0,0,368.02a.C.0261
13167,0,0,0,ADI-60719
13168,0,0,0,368.02a.C.0120
13169,0,0,0,DH1143
13170,0,0,0,BD56-594
13171,0,0,0,368.22.A.0177
13172,0,0,0,ADI-63344
13173,0,0,0,ADI-63224
13174,0,0,0,Fischer_hRBD10
13175,0,0,0,BD55-6674
13176,0,0,0,COVA1-20
13177,0,0,0,C993
13178,0,0,0,368.02a.C.0350
13179,0,0,0,C2438
13180,0,0,0,368.01a.A.0175
13181,0,0,0,Beludavimab
13182,0,0,0,DK12
13183,0,0,0,ADI-60544
13184,0,0,0,C1361
13185,0,0,0,368.10.D.0003
13186,0,0,0,R259-3D1
13187,0,0,0,C1277
13188,0,0,0,368.02a.C.0201
13189,0,0,0,ADI-57877
13190,0,0,0,C3035
13191,0,0,0,368.13.C.0104
13192,0,0,0,368.13.C.0052
13193,0,0,0,Fab-82
13194,0,0,0,C642
13195,0,0,1,Nb_2-62
13196,0,0,0,C2065
13197,0,0,0,C1438
13198,0,0,0,C1056
13199,0,0,0,BD55-6479
13200,0,0,0,PDI-79
13201,0,0,1,RBD10i14
13202,0,0,0,C1298
13203,0,0,0,C675
13204,0,0,0,Zhou_34E5
13205,0,0,0,ADI-60793
13206,0,0,0,368.01a.A.0008
13207,0,0,0,P5A-1B9
13208,0,0,0,ADI-63356
13209,0,0,0,BD55-6475
13210,0,0,0,368.20.B.0050
13211,0,0,0,368.04.B.0101
13212,0,0,0,368.10.D.0015
13213,0,0,0,368.10.D.0115
13214,0,0,1,KC3.ep5
13215,0,0,0,368.10.D.0068
13216,0,0,1,Nb84
13217,0,0,1,CN111825762A-G5
13218,0,0,0,368.04.B.0114
13219,0,0,1,Pavan_46
13220,0,0,0,036-15
13221,0,0,0,ADI-57924
13222,0,0,0,C1364
13223,0,0,0,368.01a.A.0126
13224,0,0,0,H712090+K711743
13225,0,0,0,Turner-07-4A07
13226,0,0,0,C2030
13227,0,0,0,ADI-60796
13228,0,0,0,2F04
13229,0,0,0,REGN10955
13230,0,0,0,COV2-2039
13231,0,0,0,368.20.B.0008
13232,0,0,0,DH1141
13233,0,0,0,BD55-6035
13234,0,0,0,AZ049
13235,0,0,1,P14-F8
13236,0,0,0,Ehling_mAb-77
13237,0,0,0,ADI-63235
13238,0,0,0,C945
13239,0,0,0,DK16
13240,0,0,0,368.04.B.0152
13241,0,0,0,Ab_81A11
13242,0,0,0,ADI-63320
13243,0,0,0,C669
13244,0,0,0,1D05
13245,0,0,0,ADI-60520
13246,0,0,0,C1231
13247,0,0,0,ADI-63024
13248,0,0,0,R121-3H4
13249,0,0,0,ADI-57823
13250,0,0,0,368.20.B.0013
13251,0,0,0,368.07.C.0194
13252,0,0,0,368.10.D.0343
13253,0,0,0,ADI-63350
13254,0,0,0,BD55-6301
13255,0,0,0,DH1049
13256,0,0,0,ADI-60547
13257,0,0,0,DH1178
13258,0,0,0,23D52
13259,0,0,0,R616-1C7
13260,0,0,0,ADI-63172
13261,0,0,0,BD55-6314
13262,0,0,0,368.02a.C.0534
13263,0,0,0,368.10.D.0206
13264,0,0,0,DH1206
13265,0,0,0,Wang-C371
13266,0,0,1,S1-24
13267,0,0,1,CN111825762A-H3
13268,0,0,0,C1272
13269,0,0,0,ADI-63287
13270,0,0,0,C589
13271,0,0,0,368.22.A.0091
13272,0,0,0,036-2C2
13273,0,0,0,BD55-6284
13274,0,0,0,368.10.D.0063
13275,0,0,0,BD55-6421
13276,0,0,0,ADI-56699
13277,0,0,0,C1042
13278,0,0,0,368.20.B.0071
13279,0,0,0,368.02a.C.0533
13280,0,0,0,Wang-C449
13281,0,0,0,C1176
13282,0,0,1,Sb#10
13283,0,0,0,368.02a.C.0149
13284,0,0,0,D70678-13531-S1
13285,0,0,0,ADI-63137
13286,0,0,0,ADI-62180
13287,0,0,0,mAb-9F2
13288,0,0,0,COV2-2210
13289,0,0,0,C2862O1S
13290,0,0,0,ADI-62810
13291,0,0,0,ADI-63210
13292,0,0,0,C1342
13293,0,0,0,ADI-57816
13294,0,0,0,C602
13295,0,0,0,ADI-62784
13296,0,0,0,Zhou_28H5
13297,0,0,0,368.07.C.0232
13298,0,0,0,BD55-6386
13299,0,0,0,C951
13300,0,0,0,ADI-63310
13301,0,0,0,COV2-2173
13302,0,0,0,C2160
13303,0,0,0,R410-1H2
13304,0,0,0,368.02a.C.0538
13305,0,0,0,AZ222
13306,0,0,0,ADI-63043
13307,0,0,0,368.10.D.0050
13308,0,0,0,Ab445
13309,0,0,1,S1-61
13310,0,0,1,NM1221
13311,0,0,0,368.10.D.0002
13312,0,0,1,Sb#15
13313,0,0,1,S1-19
13314,0,0,0,C2327
13315,0,0,0,Wang-C168
13316,0,0,0,PDI-291
13317,0,0,0,C849
13318,0,0,0,C2027
13319,0,0,0,C946
13320,0,0,0,ADI-57861
13321,0,0,0,ADI-57917
13322,0,0,0,COVA1-12
13323,0,0,0,BD55-1503
13324,0,0,0,ADI-63300
13325,0,0,0,Fischer_mRBD14
13326,0,0,0,Wang-C450
13327,0,0,0,ADI-62870
13328,0,0,0,P008_077
13329,0,0,0,COVA2-11
13330,0,0,0,mAb-61
13331,0,0,0,368.10.D.0005
13332,0,0,0,H712447+K711943
13333,0,0,0,368.22.A.0094
13334,0,0,0,C1373
13335,0,0,0,COV2-2190
13336,0,0,0,ADI-63332
13337,0,0,0,368.02a.C.0437
13338,0,0,1,Nb-002
13339,0,0,0,ADI-63068
13340,0,0,0,AZ283
13341,0,0,0,C2552
13342,0,0,0,368.22.A.0043
13343,0,0,0,368.04.B.0197
13344,0,0,0,mAb-3D3
13345,0,0,0,Wang-C395
13346,0,0,0,CQTS113
13347,0,0,0,C940
13348,0,0,0,C956
13349,0,0,0,S3D8
13350,0,0,0,COV2-2769
13351,0,0,0,368.22.A.0098
13352,0,0,0,H172145+K711775
13353,0,0,1,S1-20
13354,0,0,0,ADI-56821
13355,0,0,0,GM14-1-107
13356,0,0,0,MnC4t1p1_A11
13357,0,0,0,C2159
13358,0,0,0,368.10.D.0316
13359,0,0,0,368.01a.A.0119
13360,0,0,0,ADI-62951
13361,0,0,0,BD55-6268
13362,0,0,1,Sb#34
13363,0,0,1,CN111647077A-VHH4
13364,0,0,0,Mullen_29F7
13365,0,0,0,Shiakolas_53182-1
13366,0,0,0,ADI-62083
13367,0,0,0,368.07.C.0139
13368,0,0,0,Hale_214
13369,0,0,0,368.02a.C.0302
13370,0,0,0,368.02a.C.0425
13371,0,0,0,368.10.D.0150
13372,0,0,0,C942
13373,0,0,0,Wang-C353
13374,0,0,0,BD55-6700
